Temperature,Year,Month
23.5811,2000,Apr
26.4319,2000,May
28.4729,2000,Jun
30.6571,2000,Jul
29.6492,2000,Aug
28.2917,2000,Sep
23.3489,2000,Oct
19.3062,2000,Nov
14.9318,2000,Dec
14.0308,2001,Jan
14.5315,2001,Feb
20.818,2001,Mar
23.3744,2001,Apr
27.038,2001,May
28.5581,2001,Jun
30.357,2001,Jul
31.1668,2001,Aug
28.9182,2001,Sep
24.0548,2001,Oct
18.9644,2001,Nov
14.7488,2001,Dec
12.0321,2002,Jan
16.2743,2002,Feb
19.6139,2002,Mar
22.6953,2002,Apr
26.4601,2002,May
28.7235,2002,Jun
31.3281,2002,Jul
31.0657,2002,Aug
29.5923,2002,Sep
25.1576,2002,Oct
20.2104,2002,Nov
15.1764,2002,Dec
15.2634,2003,Jan
13.829,2003,Feb
16.3556,2003,Mar
22.98,2003,Apr
28.0538,2003,May
29.9776,2003,Jun
30.1941,2003,Jul
30.7303,2003,Aug
28.4695,2003,Sep
25.8029,2003,Oct
20.094,2003,Nov
14.5854,2003,Dec
13.6643,2004,Jan
15.4948,2004,Feb
19.581,2004,Mar
22.6498,2004,Apr
27.9011,2004,May
28.8021,2004,Jun
30.5443,2004,Jul
29.9463,2004,Aug
27.9362,2004,Sep
25.4548,2004,Oct
20.0271,2004,Nov
14.7915,2004,Dec
13.8525,2005,Jan
15.9905,2005,Feb
18.7987,2005,Mar
23.2209,2005,Apr
26.1478,2005,May
29.1646,2005,Jun
30.6158,2005,Jul
30.8883,2005,Aug
28.9784,2005,Sep
24.3926,2005,Oct
18.516,2005,Nov
16.3692,2005,Dec
14.1219,2006,Jan
16.3903,2006,Feb
19.1956,2006,Mar
22.575,2006,Apr
26.5015,2006,May
29.9053,2006,Jun
29.8551,2006,Jul
31.4387,2006,Aug
29.1258,2006,Sep
24.9657,2006,Oct
17.6849,2006,Nov
14.0078,2006,Dec
13.1582,2007,Jan
15.6037,2007,Feb
18.6597,2007,Mar
22.862,2007,Apr
27.6905,2007,May
29.8846,2007,Jun
30.5589,2007,Jul
30.865,2007,Aug
27.6723,2007,Sep
25.7441,2007,Oct
19.9308,2007,Nov
15.0977,2007,Dec
12.5412,2008,Jan
14.0399,2008,Feb
21.1659,2008,Mar
23.8524,2008,Apr
27.1321,2008,May
30.8793,2008,Jun
30.5698,2008,Jul
31.1586,2008,Aug
29.3111,2008,Sep
24.483,2008,Oct
20.5205,2008,Nov
16.4863,2008,Dec
15.0289,2009,Jan
16.1836,2009,Feb
17.7351,2009,Mar
23.9545,2009,Apr
26.1146,2009,May
30.3957,2009,Jun
30.783,2009,Jul
30.4687,2009,Aug
28.7328,2009,Sep
26.1036,2009,Oct
19.4375,2009,Nov
15.9196,2009,Dec
16.2853,2010,Jan
18.2883,2010,Feb
21.1547,2010,Mar
24.3651,2010,Apr
27.4035,2010,May
30.6726,2010,Jun
30.7933,2010,Jul
31.7785,2010,Aug
29.6992,2010,Sep
27.5612,2010,Oct
22.1475,2010,Nov
16.5754,2010,Dec
14.41,2011,Jan
16.8032,2011,Feb
18.2411,2011,Mar
22.272,2011,Apr
26.759,2011,May
29.4687,2011,Jun
30.9567,2011,Jul
30.5582,2011,Aug
28.4856,2011,Sep
24.6313,2011,Oct
17.2305,2011,Nov
14.6459,2011,Dec
12.4134,2012,Jan
15.4001,2012,Feb
17.357,2012,Mar
24.1146,2012,Apr
28.1435,2012,May
30.6875,2012,Jun
31.5257,2012,Jul
31.2167,2012,Aug
28.7311,2012,Sep
26.3232,2012,Oct
20.9821,2012,Nov
15.4892,2012,Dec
14.7386,2013,Jan
16.7301,2013,Feb
20.5032,2013,Mar
22.5342,2013,Apr
28.6024,2013,May
29.9206,2013,Jun
29.5288,2013,Jul
30.2866,2013,Aug
28.6534,2013,Sep
23.6777,2013,Oct
20.8179,2013,Nov
14.6599,2013,Dec
14.8192,2014,Jan
16.4161,2014,Feb
18.5174,2014,Mar
24.5881,2014,Apr
27.7131,2014,May
29.5857,2014,Jun
30.6837,2014,Jul
31.0895,2014,Aug
28.9764,2014,Sep
24.8999,2014,Oct
19.6535,2014,Nov
16.6284,2014,Dec
13.0383,2015,Jan
16.1302,2015,Feb
20.3863,2015,Mar
21.7983,2015,Apr
28.045,2015,May
29.5302,2015,Jun
30.5941,2015,Jul
32.0281,2015,Aug
30.2414,2015,Sep
26.7403,2015,Oct
20.2431,2015,Nov
13.6412,2015,Dec
13.0717,2016,Jan
17.0935,2016,Feb
18.6792,2016,Mar
24.2859,2016,Apr
27.9361,2016,May
30.655,2016,Jun
30.7874,2016,Jul
31.0595,2016,Aug
28.8078,2016,Sep
25.8103,2016,Oct
20.5635,2016,Nov
13.7739,2016,Dec
